0	0
1	58
2	154
3	289
4	470
5	679
6	905
7	1138
8	1367
9	1576
10	1763
11	1925
12	2060
13	2181
14	2277
15	2353
16	2418
17	2472
18	2519
19	2552
20	2579
21	2600
22	2615
23	2629
24	2640
25	2649
26	2656
27	2662
28	2668
29	2672
30	2675
31	2678
32	2680
33	2681
34	2682
35	2683
36	2684
37	2686
38	2688
39	2690
40	2691
41	2693
42	2694
43	2694
44	2695
45	2695
46	2695
47	2696
48	2696
49	2696
50	2696
51	2696
52	2696
53	2696
54	2696
55	2696
56	2696
57	2696
58	2696
59	2696
