0	70
1	115
2	161
3	212
4	249
5	267
6	275
7	272
8	248
9	219
10	194
11	161
12	143
13	113
14	91
15	78
16	63
17	54
18	40
19	32
20	24
21	18
22	16
23	13
24	10
25	8
26	7
27	6
28	5
29	3
30	3
31	1
32	1
33	1
34	1
35	1
36	2
37	2
38	2
39	2
40	1
41	1
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
