0	4872
1	4768
2	4626
3	4440
4	4222
5	3994
6	3761
7	3530
8	3326
9	3145
10	2984
11	2854
12	2738
13	2647
14	2573
15	2510
16	2459
17	2414
18	2382
19	2356
20	2338
21	2323
22	2310
23	2299
24	2290
25	2283
26	2277
27	2272
28	2268
29	2265
30	2263
31	2261
32	2260
33	2259
34	2258
35	2256
36	2255
37	2253
38	2251
39	2249
40	2248
41	2247
42	2247
43	2246
44	2246
45	2246
46	2245
47	2245
48	2245
49	2245
50	2245
51	2245
52	2245
53	2245
54	2245
55	2245
56	2245
57	2245
58	2245
59	2245
